ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.m0,best_algorithm
0.2184881741446847,0.7831928680978768,0.0001567049749287,0.0133259866364718,146.32897251120102,0.2994101605661353,0.7110781023565336,10.582734147032337,0.8833958219133138,-1.399316236043282,3.9075175107751385,3.6,0.0942399999999999,0.0860399999999999,1.0955866051245429,0.1837599999999999,0.1113999999999999,1.6496594077887992,0.3071199999999999,0.15524,1.978997559940656,0.541549376644706,0.8585097779371884,0.5186427198008458,0.1692239199848403,-0.3467960910796887,1.0237267838212003,1.037234843786152,1.0843496013273042,1.0719565939010534,1.1094218540162604,1.0965090705181413,1.1236404017886517,1.091800118023847,0.2084897186056614,0.3271844696970241,0.7411852735961911,0.6322866294363856,0.966375362888261,0.8523315981297724,1.091949590582821,0.8107462189133766,0.8056517131009924,-0.9079079079079077,0.4818727490996398,DiagonalCMA
0.2378045722131513,0.7097912517650076,0.0013569241663771,0.0250709161979033,18.635915604344277,0.6379310628034417,0.3893520987595137,13.879836272041777,0.866773910621861,-0.6290308497216686,-0.1748798363410229,1.0,0.10024,0.0616,1.627464601462934,0.24644,0.0961999999999999,2.562467461965042,0.31388,0.1339199999999999,2.344567859233956,0.5881108007465428,0.8653715461214653,0.5177899846616192,0.1660294941191743,-0.3436820930838208,1.0681775731196397,1.0482148514692429,1.039007884651093,1.0280457596795023,1.1872349636618325,1.1245881594096088,1.087980047107042,1.047170770726488,0.5990779674408891,0.4236630615086344,0.3427628493722018,0.2464397814731696,1.653588388408507,1.1003180382565811,0.7770113368895505,0.4165956687313024,0.8134693509395573,-0.8438438438438434,0.5022008803521409,modcma
0.8428086550304833,0.600986874296738,0.0003044614619265,0.0388007827493478,128.0428622970365,0.8560551175039006,0.9731655711750749,4.077621738332185,0.9917554093246288,-0.3161591120692305,-0.5032323998530934,1.2,0.0472399999999999,0.0464,1.0186732806364995,0.09792,0.0869999999999999,1.1253917981629658,0.1251199999999999,0.0852399999999999,1.4683694972175472,0.6070574958027197,0.8636576668203976,0.5499104471054116,0.1666371755571336,-0.259621214844575,0.7772834655576344,0.8520234261508346,0.8991043481527395,0.961603626350692,0.7660023077450939,0.845960127926897,0.8959662506239798,0.95981305372002,-1.957020030283171,-1.3002762348435328,-0.8865749339983718,-0.3373895491422324,-2.0665894852911464,-1.360425445830036,-0.9187891861798644,-0.3549173975202798,0.7919773331450202,-1.056056056056056,0.4713085234093637,modcma
0.648355865696481,0.8048463536177914,0.0061427956352601,0.0279204777682998,4.545510285816676,0.6972488486080513,0.8920248383796798,6.049412538708426,0.9685497934097008,-1.2486396628369758,1.6988202377620325,2.2,0.05484,0.0504799999999999,1.08636992543341,0.1184799999999999,0.0971999999999999,1.2189371232310735,0.1824799999999999,0.1253599999999999,1.456308870763176,0.5500857005685192,0.8502917907182624,0.5154206713074172,0.1771806332784484,-0.2879334277402149,0.8189625618120241,0.8773607932676974,0.9383442032509456,0.9915863985252796,0.7970246815505181,0.8637981454241708,0.9331794070492198,0.990804815078654,-1.5907827723755326,-1.0776351798861823,-0.5417747593036755,-0.0739296507251079,-1.7925928363804635,-1.2028858428128657,-0.5901376479844028,-0.0812119090550357,0.7708727528754306,-0.8958958958958956,0.5242096838735495,modcma
0.6810938514917161,0.7703973184705737,0.0042233045134225,0.0315240411788873,7.467486934430829,0.7095252779116156,0.9200462919471908,2.798409963886402,0.963296334816664,-0.8084442862133147,0.476672614619953,2.0,0.0618,0.05364,1.1523305655321336,0.1262799999999999,0.1040799999999999,1.2139866949980376,0.1849199999999999,0.1312799999999999,1.408640948110208,0.5370034685353988,0.8497657066708699,0.4999773571260926,0.17851482821467,-0.2940218577068694,0.8211711648887027,0.919170545538314,0.9707307571418023,1.0077625895307942,0.7978072331312623,0.9152137787448842,0.9730044099438356,1.0109858447702786,-1.5713761392262051,-0.7102519943374095,-0.2571899271050622,0.0682105694782563,-1.7857023960682383,-0.7488038707501644,-0.2384126014953519,0.097022006082573,0.7935712304543441,-0.9359359359359356,0.5228091236494598,modcma
0.8172755206929543,0.5744002032658659,0.001300072684631,0.0544810585094754,42.001821034486,0.8614407810907598,0.9232999312300304,2.015570566742781,0.9739394263047766,-0.2659967781095053,-0.5535446284723332,1.0,0.0790799999999999,0.05696,1.3885503999332018,0.0866399999999999,0.0767599999999999,1.1290273525932122,0.1118399999999999,0.0973199999999999,1.1492191993861016,0.5513651428501513,0.861467078520796,0.5128030088702747,0.1673796908944608,-0.260348366460531,1.0020465299120742,1.010874792907856,0.9913029207099056,0.960156972815853,1.0212698389730543,1.0379632194943798,1.0086224599179077,0.9655925448505036,0.0179799733071202,0.0955576353635894,-0.0764217075478988,-0.3501028310884745,0.1878409226519547,0.335276973162857,0.0761500351366638,-0.3038752292060372,0.8066997846011992,-0.9599599599599596,0.4833533413365346,modcma
0.9513242835912764,0.7175953330422384,0.0024518570506216,0.0456246864953486,18.60948754864311,0.9862606771466288,0.9630869390295428,204.1187092522308,0.9987008455973422,-0.805583306671433,0.3133756720158279,1.2,0.0349199999999999,0.0144799999999999,2.4341472154470587,0.0080399999999999,0.0206399999999999,0.3906667060836889,0.02772,0.0271599999999999,1.0200779356212837,0.7650815091164197,0.8852664501887502,0.597985228238508,0.1516466355008592,-0.2266275889846102,0.6326518873795905,0.7142833611477641,0.7721690978547522,0.8592144493751193,0.6070229925278107,0.6985036562300596,0.7594874409079531,0.8520662048584805,-3.2279068535658224,-2.510603295528747,-2.001961566857639,-1.2370890465711666,-3.4706308424037973,-2.662717127842797,-2.124123104960196,-1.3065007561057629,0.7825366676585925,-1.0960960960960962,0.4573829531812724,modcma
0.2943997335733945,0.7773816312688595,0.0018498363032504,0.0203320955573437,11.105297889267288,0.6367137454827441,0.4796263983340214,1.6460886984855716,0.8531664960883567,-0.9235202226792704,0.7226608762586373,1.6,0.09092,0.0717199999999999,1.2680488063721218,0.2226,0.1162,1.916078418869004,0.3003199999999999,0.1706399999999999,1.7612419147336844,0.560671815929061,0.8604547556590424,0.5144828046135482,0.1692548479900084,-0.3361566809350585,0.8074297805676283,0.9633748987020876,1.0386988044619172,1.0616883557382066,0.7092102755798975,0.8829957521067009,1.0395915539966216,1.0809285951333594,-1.692127952635969,-0.3218237026842817,0.3400508696313775,0.5420584201682793,-2.5681570250223,-1.033349890206645,0.3496514750809411,0.7147336857727413,0.783389469981573,-0.8998998998998996,0.5130852340936374,modde
0.7239355938615677,0.8174004012802127,0.0080772131350515,0.0216718571450902,2.6835743367500604,0.8738900304447468,0.8332661003762484,3.09979818608504,0.986695435016237,-1.735541178143534,4.203916903020017,3.6,0.0357599999999999,0.0227599999999999,1.571080276840645,0.0411599999999999,0.0443199999999999,0.9289106625133648,0.1292,0.0960799999999999,1.3448058986117148,0.6531998942708942,0.865792726961012,0.5804028568117157,0.1639105690374713,-0.2434993016029782,0.6382379453217075,0.7232244398156099,0.7958865692557164,0.9040663165176408,0.6100682634088695,0.7032320912113086,0.7839811518790043,0.8960909651621203,-3.178819467584085,-2.432039794168858,-1.7935543076626168,-0.8429739628435422,-3.4437455853381493,-2.62095068703489,-1.90780165589712,-0.9176884210064892,0.7888313885654771,-1.084084084084084,0.480392156862745,modcma
0.977655850607398,0.6609076350289418,0.0027271821164554,0.036642876430566,13.437245111436482,0.9822389937390807,0.9820507137824668,3.229981704943797,0.9877617950463948,-0.3671785738292852,0.1867910560819957,2.2,0.0359199999999999,0.01676,2.147014737467825,0.0192799999999999,0.0289199999999999,0.6667146006188559,0.01444,0.01312,1.100899578895857,0.7527633282709645,0.8826065129982918,0.5921263221775682,0.1537159247049717,-0.221534762378974,0.6274503255851787,0.7069618080727674,0.7727938698128028,0.8692213084205467,0.6015445952352276,0.6893538395138528,0.7608694318243415,0.8619604299980441,-3.2736090001629146,-2.5749398957305685,-1.996471219474164,-1.1491591140819226,-3.5190265614829075,-2.74352158042658,-2.1119189037448827,-1.219117640649949,0.7924727770560903,-1.1161161161161162,0.4662264905962384,modcma
